1956	GOF	D055752	10	28002980|28027105|28036283|28040594|28052016|28073294|28103612|28101216|28149754|28211502|28210165|28213001|28213007|28287730|28280362|28297659|28323493|28351317|28352759|28367058|28376735|28407039|28408243|28416737|28435285|28464435|28469919|28484248|28490892|28496005|28499791|28560182|28596108|28620581|28625646|28618947|28630494|28627678|28635227|28642172|28676644|28678431|28683123|28704781|28712427|28722786|28730909|28743421|28751244|28740574|28777825|28786540|28826599|28861280|28880737|28881618|28893372|28912511|28915640|28932544|28945850|28979142|31007929|31027916|31039766|31095895|31104529|31126985|31131689|31149467|31185393|31186738|31194139|31205925|31226692|31262325|31266248|31292388|31305510|31319966|31335695|31370698|31371992|31380265|31406302|31416579|31419057|31421260|31463088|31463130|31469811|29050327|29057231|29063948|29095090|29100434|29104613|29110101|29110836|29110841|29110853|29114472|29118262|29172778|29173769|29200955|29227909|29228994|29232915|29237484|29245913|29250182|29250520|29254842|29255376|29262566|29292704|29332537|29340050|29363250|29385152|29387949|29393480|29430654|29462254|29477930|29490654|29499878|29505507|29507487|29508939|29531840|29531897|29544718|29545967|29557814|29587656|29607142|29642553|29683562|29695919|29695969|29702935|29717264|29721756|29731642|29738778|29748019|29758295|29774061|29789542|29793222|29805654|29812969|29848714|29849936|29864379|29885023|29909007|29934325|29963181|29972716|29997876|30015588|30017980|30039303|30069193|30098066|30114862|30151614|30196239|30214301|30234011|30237564|30237726|30276451|30290647|30310319|30347549|30358214|30390416|30400855|30419315|30485437|30500458|30505514|30526545|30527177|30539501|30582282|30588029|30639208|30642559|30681568|30713295|30719215|30736738|30759826|30763730|30772396|30778772|30788907|30808730|30817492|30863591|30915273|30922878|30927306|30938103|30943469|30987609|30992650|9468555|19002495|19048033|19059670|19247083|19276157|19275641|19305165|19305428|19351834|19371962|19381026|19491268|19501013|19517135|19530244|19633475|19671843|19680292|19680293|19692684|19692680|19804422|19841986|19854533|19884861|19921194|19922467|19948031|19963121|27000770|27017943|27032107|27055085|27071706|27109760|27112992|27121209|27132215|27177916|27188206|27190603|27196768|27239236|27259997|27261103|27268079|27270313|27306517|27308601|27330954|27339148|27336903|27357069|27382309|27393499|27393507|27418143|27431492|27498688|27499357|27498158|27507876|27535394|27564586|27561797|27565910|27597284|27612490|27617103|27619632|27633264|27659294|27686971|27751847|27766772|27766784|27790117|27794588|27801981|27840973|27840244|27843631|27864022|27873136|27885838|27898252|27910964|27928026|27935868|27986747|15118073|15118125|15142632|15217530|15625379|15638955|15638956|15655420|15725916|15728811|15851406|15895392|15943892|15946581|15998907|20002849|20008850|20026433|20040267|20040275|20075572|20154724|20156777|20186030|20229816|20236686|20307200|20421816|20423982|20489150|20531966|20587532|20631634|20651613|20678850|20679350|20719167|20723139|20736807|20828860|20832137|20837450|20855820|20859697|20942631|20975603|24002608|24039832|24041688|24055492|24072220|24068620|24105277|24108744|24121455|24128714|24134422|24176733|24195468|24205245|24212966|24268810|24282290|24307395|24316558|24338271|24353160|24370549|24376677|24403481|24403856|24405586|24425324|24435321|24438614|24457318|24468202|24493829|24497964|24512728|24555578|24565584|24566025|24566035|24586842|24594844|24606853|24636847|24636848|24643262|24658140|24662454|24720523|24736073|24737599|24755888|24780111|24793378|24841832|24868098|24884778|24894944|24911146|24916999|24939008|24992911|21059816|21107284|21132006|21178715|21181318|21216486|21216488|21233402|21258250|21273581|21303969|21304034|21325444|21333004|21339258|21367530|21430269|21444121|21479376|21479375|21521776|21532505|21562939|21597390|21617709|21623279|21626329|21638942|21660144|21677478|21732342|21743846|21757251|21783417|21788562|21796416|21805046|21847039|21847041|21858220|21876080|21892099|21904575|21916947|21965761|21964526|16003751|16014883|16015534|16106023|16115901|16115929|16204011|16262567|16272456|16322287|16407879|16433583|16462182|16505275|16531062|16556022|16563096|16619582|16682734|16707605|16730855|16735987|16764754|16818479|16857803|16869779|16890793|16912157|16956694|25027951|25054038|25057173|25076254|25093093|25098682|25119973|25120716|25135201|25145405|25175099|25179728|25202262|25226426|25232485|25242669|25271963|25277203|25279187|25291939|25295096|25302015|25321484|25349236|25389455|25384171|25399973|25419145|25442336|25453378|25489257|25512530|25520881|25532027|25580271|25607753|25610713|25617986|25637458|25657199|25658629|25654374|25682316|25678473|25682017|25695284|25704955|25714021|25733926|25760241|25800568|25806150|25806172|25806203|25806269|25826094|25842168|25848356|25855240|25858318|25869210|25873045|25877748|25908039|25910841|25923550|25934077|25943319|25953440|25961915|25969993|25975640|25979928|25981922|25986624|25992380|25990950|1327031|22011666|22056888|22082647|22101934|22108465|22111840|22119437|22129360|22170031|22176813|22199274|22215752|22228822|22236672|22285168|22286583|22331221|22336239|22349823|22391431|22457323|22502680|22514499|22560634|22571344|22579408|22613958|22620005|22634180|22659964|22677429|22673630|22712764|22712792|22722794|22726919|22736441|22738915|22754591|22809813|22815900|22820413|22863020|22926905|22963131|22967997|22970367|22982663|17011067|17047648|17093937|17096850|17145836|17145885|17189393|17189395|17192868|17227303|17290066|17290067|17317677|17332333|17335935|17375033|17387341|17409961|17429313|17473659|17486068|17504988|17508947|17537621|17547522|17607119|17618013|17653080|17686445|17712310|17908804|17917328|17947472|17973572|23055691|23059777|23074112|23079208|23110940|23116168|23152012|23184216|23207920|23225792|23226050|23249714|23261144|23261231|23263831|23265700|23294134|23313300|23313171|23319992|23332287|23334091|23370315|23401433|23401445|23401452|23403410|23407556|23453646|23469969|23520442|23536707|23552882|23597048|23661716|23721103|23728235|23733083|23768755|23769318|23837762|23841470|23879483|23886554|23911281|23911959|23972815|23988622|26000049|26003540|26014133|26015938|26016841|26045824|26047622|26056478|26063687|26094656|26107553|26115839|26131116|26148750|26153330|26174465|26182873|26181014|26186355|26187152|26187428|26216950|26238424|26247735|26248464|26269114|26295376|26313661|26337388|26354527|26370354|26386832|26439803|26446154|26455919|26464643|26490356|26490646|26557922|26567882|26581482|26604031|26622796|26622815|26624882|26676152|26689952|26720423|26724471|26724810|26744648|26767025|26781399|26785777|26816539|26852079|26898616|26898617|26899759|26959310|26970967|26973206|26979333|26985396|26988277|26999101|18020911|18030354|18080406|18087280|18176089|18180459|18185470|18235413|18239919|18317075|18347146|18393776|18458038|18483355|18509184|18520299|18520300|18524889|18569529|18687633|18726117|18811692|18827621|18836087|18980981
558	GOF	D055752	2	28034848|24165158
3082	GOF	D055752	10	28038979|28548075|20716641|24983493|21308771|21440951|21779929|25522765|23962905|18672314
7157	GOF	D055752	10	28039262|28368395|31097096|31134494|30591959|30732622|9066583|9892187|9918134|19233916|19434453|27169122|27456853|10368806|10373662|15183489|20491334|11502663|11935300|16329542|25482940|25519225|22193543|22524618|7615358|7797603|7952630|7965400|17881199|12837832|2164047|26975633|8673929|18442053|18455581
238	GOF	D055752	10	28050598|28285684|28756644|29184034|29191580|29526950|29764505|29785088|29989448|30006516|30089600|30089719|30214557|30459281|30642546|30890623|19459784|27141355|27483357|20406193|20451371|24258572|24598368|21823889|25562798|25590606|25757678|25806218|25819217|22034911|22235099|22825000|23394083|23499398|26273361|26504000|26719536|26750252|26811689
7515	GOF	D055752	3	28081275|22152690|22821704
2069	GOF	D055752	2	28210154|19138957
8600	GOF	D055752	1	28256196
3159	GOF	D055752	1	28290473
29126	GOF	D055752	10	28451792|31014442|31454018|29254184|29650000|30407231|30505708|30524878|30631445|30637710|30642552|30683629|30862891|27467949|24548766|26349666
3845	GOF	D055752	10	28443025|28898697|31332704|29296399|30120912|30352902|30906631|19671679|27467210|27810244|20603437|20701442|24922006|24990403|21150464|21306997|21541642|21636548|11641780|16533793|25956913|22588152|7551931|23012248|23186333|23959381|26125448|26173780|26567140|26799287|8050085
5707	GOF	D055752	1	28455584
4893	GOF	D055752	1	28469956
673	GOF	D055752	10	28487464|28500236|28848703|29142786|29540830|29595366|29729495|29962848|30121602|30598499|27048246|27283860|24164966|24756795|25466451|25706985|25806238|22649091|17409805|26045855|26237499|26623721
2067	GOF	D055752	9	28520216|20351547|20462983|24638013|25647444|25944617|26045829|18036700|18575867
3725	GOF	D055752	3	28566434|22189957|12181446
650	GOF	D055752	1	28574846
3717	GOF	D055752	1	28639892
6098	GOF	D055752	4	28845578|27068398|24456475|25688157
6240	GOF	D055752	1	28920307
7507	GOF	D055752	2	28924235|19430706
4233	GOF	D055752	4	31060329|14559814|21779788|17322284
9734	GOF	D055752	1	31083335
84985	GOF	D055752	1	31083571
7040	GOF	D055752	2	31088909|25966122
842	GOF	D055752	1	31092436
1351	GOF	D055752	1	31373239
5578	GOF	D055752	1	31420605
407031	GOF	D055752	1	31447008
4919	GOF	D055752	1	31452776
3735	GOF	D055752	1	29029422
4780	GOF	D055752	6	29050246|29565554|27552339|27824809|22614957|22684019
142	GOF	D055752	2	29133592|23810788
7298	GOF	D055752	5	29137296|20530710|24554028|25877757|23350714
2064	GOF	D055752	9	29139039|30596880|30854046|16022924|16051952|16775247|25806223|26545934|8098377
1565	GOF	D055752	1	29193123
177	GOF	D055752	2	29212235|11282423
5563	GOF	D055752	1	29221189
5243	GOF	D055752	4	29311482|24933103|16478794|18812689
84904	GOF	D055752	1	29382922
972	GOF	D055752	1	29477381
80380	GOF	D055752	1	29596910
5594	GOF	D055752	2	29641535|21277645
442890	GOF	D055752	1	29689091
9582	GOF	D055752	1	29695832
5781	GOF	D055752	1	29808009
3091	GOF	D055752	4	29858032|30881515|24567056|21435097
3309	GOF	D055752	1	30032821
6794	GOF	D055752	3	30068711|30149143|27266881
959	GOF	D055752	2	30078020|20811715
1869	GOF	D055752	1	30279956
125206	GOF	D055752	1	30281872
3417	GOF	D055752	1	30305430
1084	GOF	D055752	4	30354850|27390527|22276032|22977560
1493	GOF	D055752	2	30397353|30591100
100124700	GOF	D055752	2	30464618|26729200
8743	GOF	D055752	1	30481147
89845	GOF	D055752	1	30515095
2073	GOF	D055752	3	30522358|24353624|23211354
5133	GOF	D055752	1	30544423
80781	GOF	D055752	1	30762300
84327	GOF	D055752	1	30805970
1432	GOF	D055752	2	30867799|22053010
286827	GOF	D055752	1	30902544
1571	GOF	D055752	1	9066584
5599	GOF	D055752	2	9092556|17057737
3251	GOF	D055752	1	9331103
6198	GOF	D055752	2	9823338|19191576
6667	GOF	D055752	1	9834219
5609	GOF	D055752	4	19010912|27154822|25257766|25937299
4318	GOF	D055752	1	19132754
406973	GOF	D055752	2	19293314|21617338
1385	GOF	D055752	1	19351775
5293	GOF	D055752	4	19404218|19789349|19805051|22901187
672	GOF	D055752	2	19415121|23973201
2068	GOF	D055752	7	19458053|24260311|16351803|22608006|23977265|26001533|26124006
7015	GOF	D055752	3	19465454|24420154|23908149
2475	GOF	D055752	4	19513541|20811722|25674002|22101421
1244	GOF	D055752	1	19568750
1136	GOF	D055752	2	19641473|19733931
4193	GOF	D055752	5	19941079|24732641|16343421|25818095|17538168
2100	GOF	D055752	1	27069542
22882	GOF	D055752	1	27133774
6347	GOF	D055752	1	27145753
83734	GOF	D055752	1	27225307
10413	GOF	D055752	1	27231341
2309	GOF	D055752	1	27452907
6935	GOF	D055752	1	27500490
23410	GOF	D055752	1	27501149
6582	GOF	D055752	1	27590272
140739	GOF	D055752	1	27591266
56852	GOF	D055752	1	27665847
6774	GOF	D055752	4	27753543|21406185|16540667|26166037
2920	GOF	D055752	1	27990285
5925	GOF	D055752	1	10091946
5447	GOF	D055752	1	10584872
551	GOF	D055752	2	10585887|22119069
7422	GOF	D055752	3	10675482|16818499|23459872
573	GOF	D055752	1	15026618
4524	GOF	D055752	4	15217535|24142642|21605004|23463763
6271	GOF	D055752	1	15313892
3486	GOF	D055752	1	15494604
207	GOF	D055752	7	15549191|24077347|16115952|25323938|17150102|26486080|18412405
3815	GOF	D055752	4	15623596|11896121|7680956|12651205
7476	GOF	D055752	1	15705594
1969	GOF	D055752	1	20360610
5290	GOF	D055752	1	20371716
8795	GOF	D055752	3	20422457|23839018|26170696
6513	GOF	D055752	2	20540786|22200795
4221	GOF	D055752	1	20639902
10641	GOF	D055752	1	20700484
5743	GOF	D055752	2	20716424|25338928
2099	GOF	D055752	1	20729390
9360	GOF	D055752	1	20845989
50943	GOF	D055752	1	24035934
1111	GOF	D055752	1	24113549
137970	GOF	D055752	1	24179525
2305	GOF	D055752	1	24213573
7421	GOF	D055752	2	24217116|23467735
4170	GOF	D055752	1	24231508
4921	GOF	D055752	1	24296828
494331	GOF	D055752	1	24462518
8434	GOF	D055752	1	24510537
3320	GOF	D055752	3	24511009|25855012|17603540
7849	GOF	D055752	1	24628993
7864	GOF	D055752	2	24630729|23006423
5452	GOF	D055752	1	24643204
6469	GOF	D055752	1	24747971
8626	GOF	D055752	1	24790730
112398	GOF	D055752	1	24894671
57650	GOF	D055752	1	24954871
2321	GOF	D055752	1	24970910
6790	GOF	D055752	1	21216229
1543	GOF	D055752	3	21528215|16195240|22154617
3576	GOF	D055752	2	21544811|26087179
9370	GOF	D055752	1	21619462
3791	GOF	D055752	1	21712447
4968	GOF	D055752	1	21790253
1138	GOF	D055752	2	21862624|23011884
222344	GOF	D055752	1	21911935
4854	GOF	D055752	1	21994468
4255	GOF	D055752	4	11719438|22454423|17164358|18712569
54205	GOF	D055752	1	11828291
7508	GOF	D055752	1	16061005
2065	GOF	D055752	2	16288303|23896512
595	GOF	D055752	1	16406195
2922	GOF	D055752	1	16633328
8326	GOF	D055752	1	16835228
100506965	GOF	D055752	1	16861740
4683	GOF	D055752	1	16972754
8313	GOF	D055752	2	25091576|18372914
5979	GOF	D055752	2	25122427|25625428
2263	GOF	D055752	1	25170639
5027	GOF	D055752	1	25178922
2194	GOF	D055752	1	25227797
3572	GOF	D055752	1	25242236
2030	GOF	D055752	1	25246379
5159	GOF	D055752	1	25328409
328	GOF	D055752	3	25452143|23479135|18809583
3605	GOF	D055752	1	25469655
1545	GOF	D055752	1	25504507
1594	GOF	D055752	1	25544771
3418	GOF	D055752	1	25576295
6566	GOF	D055752	1	25578492
1843	GOF	D055752	1	25593344
8669	GOF	D055752	1	25732572
8493	GOF	D055752	2	25742468|22405851
255738	GOF	D055752	2	25807554|22722827
5291	GOF	D055752	1	25982275
6573	GOF	D055752	1	22186609
1950	GOF	D055752	3	22280915|23771370|23887170
5728	GOF	D055752	2	22299584|18374229
7852	GOF	D055752	1	22370645
1030	GOF	D055752	1	22404340
836	GOF	D055752	1	22568453
27436	GOF	D055752	1	22617243
2050	GOF	D055752	1	22684742
1499	GOF	D055752	1	22872573
3570	GOF	D055752	1	22891040
3880	GOF	D055752	1	22912920
9439	GOF	D055752	1	22988093
2908	GOF	D055752	1	7491111
5443	GOF	D055752	1	7935088
6778	GOF	D055752	1	17237818
6037	GOF	D055752	1	17250693
1557	GOF	D055752	1	17450472
472	GOF	D055752	1	17582598
5580	GOF	D055752	1	12591726
5727	GOF	D055752	1	12734424
10257	GOF	D055752	1	12792791
3429	GOF	D055752	1	12907235
1591	GOF	D055752	2	23026510|23435876
2051	GOF	D055752	1	23226491
9149	GOF	D055752	1	23311607
5747	GOF	D055752	1	23358651
7291	GOF	D055752	1	23364532
7415	GOF	D055752	1	23412975
406941	GOF	D055752	1	23470291
1654	GOF	D055752	1	23584477
1588	GOF	D055752	1	23669293
55652	GOF	D055752	1	23704904
4851	GOF	D055752	1	23807483
2264	GOF	D055752	1	23836671
220972	GOF	D055752	1	23874110
22914	GOF	D055752	1	23937717
7517	GOF	D055752	1	23940523
3934	GOF	D055752	1	23977408
10232	GOF	D055752	1	26028668
4513	GOF	D055752	1	26045835
7465	GOF	D055752	1	26057002
1603	GOF	D055752	1	26081799
5460	GOF	D055752	1	26109868
652995	GOF	D055752	1	26160838
4194	GOF	D055752	1	26274820
5980	GOF	D055752	1	26278154
9474	GOF	D055752	1	26334320
2950	GOF	D055752	1	26345972
57510	GOF	D055752	1	26358254
1029	GOF	D055752	1	26622834
4582	GOF	D055752	1	26833129
213	GOF	D055752	1	26952513
11156	GOF	D055752	1	26967563
6210	GOF	D055752	1	26989627
644914	GOF	D055752	1	8270251
3680	GOF	D055752	1	8290272
23705	GOF	D055752	1	13679854
978	GOF	D055752	1	18347182
362	GOF	D055752	1	18478076
2152	GOF	D055752	1	18594312
1956	LOF	D055752	10	28000387|28003335|28017789|28031832|28038980|28061489|28074321|28079142|28105244|28111428|28118631|28110331|28131635|28137276|28167502|28185793|28188446|28186469|28202511|28207110|28210123|28210171|28210147|28225269|28236771|28245967|28258422|28275600|28287083|28295308|28332047|28353220|28356978|28357677|28393575|28414972|28422710|28426996|28454365|28476851|28514931|28515245|28521430|28527899|28560038|28575452|28571582|28599445|28625639|28624467|28625657|28623122|28656792|28657610|28693444|28702338|28714692|28742280|28742791|28739703|28758857|28776311|28786010|28811897|28819384|28843992|28850922|28870946|28894381|28903458|28920255|28940498|28955007|28947971|28969034|28968167|31023862|31062864|31083461|31086949|31097085|31114377|31125533|31128009|31138260|31138727|31147837|31178389|31182116|31205913|31223050|31228625|31242043|31258360|31285870|31301016|31314630|31319993|31324888|31344053|31350622|31367540|31372055|31375307|31394305|31401335|31411813|31416192|31425965|31432603|31445213|31446212|31450127|31450915|31452384|31466227|29029416|29030356|29050231|29050314|29050315|29050366|29058973|29069773|29088281|29097733|29100283|29113190|29147605|29184671|29191595|29192715|29216356|29230122|29238696|29239135|29266865|29277186|29285266|29290252|29292703|29312641|29336009|29336166|29353977|29369008|29371947|29374476|29388752|29399354|29416353|29416720|29434678|29435191|29449326|29460035|29462257|29478801|29483211|29524558|29526178|29540602|29552976|29555874|29626621|29650685|29656747|29682899|29700208|29721056|29721209|29761660|29789021|29848757|29850110|29850120|29855288|29858682|29910649|29927769|29960010|29997924|29998228|30032006|30034220|30073261|30089602|30092812|30101528|30110016|30112177|30114930|30123727|30128808|30145590|30145802|30150518|30171258|30172273|30186753|30194196|30210620|30225210|30233215|30260753|30268747|30279111|30289575|30307695|30335711|30341504|30348204|30368410|30408830|30498732|30499387|30521971|30527172|30572427|30588016|30596074|30626888|30631243|30643568|30672338|30711944|30784054|30791921|30806814|30853981|30875928|30876460|30878600|30881166|30881500|30883505|30885850|30911841|30913091|30916819|30930121|30952716|30952931|30974169|30975627|14682118|19057271|19088154|19096301|19098404|19102716|19147750|19255323|19276259|19360319|19404216|19459856|19483740|19493678|19540616|19650855|19763916|19917871|27028971|27040853|27042123|27072247|27109926|27108383|27123274|27121230|27133746|27180141|27186512|27188576|27202265|27223081|27250896|27279233|27283993|27287717|27341162|27350261|27354477|27426244|27462979|27466205|27478319|27508092|27514773|27511159|27575703|27597275|27601920|27634496|27645803|27661208|27660463|27717507|27755835|27782226|27784815|27789196|27794398|27821794|27823977|27843613|27893423|27899967|27895663|27905549|27920137|27926500|27930702|27937096|27978869|27980215|27987585|27998436|15638954|15735034|15753456|15767641|15813676|15886310|15886311|20036027|20038723|20086114|20087691|20100958|20146583|20186026|20215545|20225761|20400478|20404520|20439190|20458561|20471486|20477469|20519133|20581576|20586711|20623207|20647329|20670598|20672704|20683448|20718710|20943621|20974565|24041630|24052078|24054705|24138713|24167634|24222150|24236082|24342286|24353431|24361481|24384805|24399305|24422769|24482041|24494720|24501009|24529684|24563335|24611674|24618893|24623059|24643470|24649213|24687921|24715074|24748405|24759598|24762545|24771540|24827857|24836053|24861428|24893891|24900830|24908424|24958518|24981256|24994038|21115922|21168933|21187500|21196162|21196393|21247653|21258258|21272159|21440325|21444946|21513367|21526964|21527061|21551260|21598249|21610154|21632451|21644362|21654681|21684626|21709590|21722621|21777765|21807767|21825259|21868543|21899495|21899660|21951562|21953013|21969500|21995722|16043828|16270096|16290256|16336751|16459173|16459174|16554105|16769595|16818711|16869787|16935774|25031274|25034365|25034590|25059320|25070024|25098700|25101332|25133812|25175686|25180058|25201768|25216867|25221748|25223463|25228144|25232040|25232221|25261231|25263444|25291948|25296354|25302162|25351175|25359280|25404267|25422153|25450875|25491141|25492085|25493223|25503781|25511613|25558790|25556929|25562202|25577224|25629371|25646743|25654480|25667646|25687850|25702091|25704901|25748238|25760027|25798276|25795635|25806192|25806228|25806323|25832881|25841484|25843489|25862554|25862853|25897257|25893986|25918285|25962919|25963689|25960666|25994105|25998384|22037177|22112291|22111744|22130585|22142557|22157296|22246415|22302407|22338650|22339342|22366308|22414632|22433462|22436374|22440336|22443258|22492982|22588876|22588882|22695392|22722798|22725255|22787409|22795701|22826274|22848293|22863610|22928112|22941374|22964709|22969870|22971028|22982659|17060486|17062680|17105366|17106442|17186707|17227238|17237005|17239298|17268351|17296817|17325698|17349580|17457280|17495523|17520577|17538169|17545550|17551677|17589302|17597605|17607370|17609492|17634830|17671150|17671147|17695511|17716025|17922058|17927584|17945377|17974985|23009178|23045285|23057561|23079155|23102811|23109866|23128522|23159001|23172312|23207439|23229345|23249112|23266614|23273428|23277327|23300028|23328545|23341526|23376611|23384673|23399428|23490650|23493335|23497146|23515752|23533259|23555654|23576199|23584298|23582282|23594426|23631593|23664448|23723712|23726527|23787800|23790468|23827517|23836994|23860465|23874880|23897899|23929397|23934203|23985030|23990708|26001141|26015408|26018876|26021435|26068305|26137049|26137109|26141208|26148607|26152224|26172562|26175928|26175938|26176612|26206590|26266101|26301867|26306902|26314834|26316933|26324372|26366094|26370161|26371045|26387039|26418897|26451770|26458306|26473643|26485341|26494259|26497899|26508839|26508917|26511807|26517520|26537995|26536620|26573867|26579470|26629438|26719713|26720170|26722081|26728669|26729184|26813258|26825170|26829280|26848271|26859739|26882288|26893402|26891175|26898614|26933421|26958497|26958507|26967582|26974841|26993607|26995877|26998157|18021415|18081540|18186959|18196873|18263768|18304967|18309947|18317068|18317076|18367287|18379357|18379359|18407408|18473707|18513582|18561788|18594016|18596266|18927285
8085	LOF	D055752	1	28007623
5594	LOF	D055752	2	28033353|26774343
4968	LOF	D055752	1	28039450
238	LOF	D055752	10	28054318|28370702|28427013|28507205|28534251|28561648|28597670|28601386|28856564|28960893|28979145|31099642|31139322|31328968|31338990|31444835|29086093|29110845|29251824|29300322|29400604|29403310|29467147|29505033|29523116|29543828|29599410|29774063|29796191|29808239|29885479|29951342|29997966|30191596|30588026|30638036|30803032|30816885|30892989|30948231|19667264|27045755|27130468|27138017|27573755|27804873|27965961|24199682|24388371|24419423|24476492|24675041|24789032|24891360|21156280|21208134|25026277|25228534|25386659|25434695|25652176|25724526|25769414|25806340|25876560|22124476|22594847|22655263|22771825|23239810|23301645|23344087|23359795|23598171|26040108|26045026|26045865|26082648|26095438|26324367|26468446|26517679|26536196|26585927|26654422|26870817|26892300|26888425
22933	LOF	D055752	1	28073696
6098	LOF	D055752	10	28088512|29333528|29961337|30095326|30410351|27370605|27535289|27693947|24128715|25558789|25665893|25733882|26372962
3845	LOF	D055752	10	28152508|28615361|28647837|28675058|28821559|28900044|31119047|31200821|31373232|29246293|29316436|29343688|29783412|29951788|30132854|30317654|30679620|30852159|30885352|30987652|14511407|9010024|9027615|9815801|19281127|19293811|19349489|19358724|19478384|19589613|19596948|19597509|19638574|27398239|27447490|27597273|27680702|27799309|27867401|27876675|10426799|10580029|10911621|15976131|20022659|20145159|20155399|20921461|24071646|24200637|24439569|24463346|24552817|24952473|24987838|21169473|21390810|21745016|21833472|16139926|25129367|25450872|25663066|25806294|1649734|1713139|1962774|22247021|22964644|7805035|12039935|12606951|12706879|12867063|23238036|23401440|23524403|23608713|23724098|23842453|26177347|26520779|26573509|26740498|26749487|26790710|26840022|26898615|8380130|8616107|8635384|18520303|18619559|18804418|18922928
7157	LOF	D055752	10	28202521|28240049|28394357|28912405|31059712|29114469|29187901|30015382|30089591|30106638|30123427|30514790|30843662|30859681|30867754|14581367|14706167|9263513|9611306|9808530|27377626|27646734|27708247|10210540|10487853|10630368|10644891|10779652|10811470|15574780|15671551|15905205|24916693|21533407|21584560|11103825|11208838|11804688|11882817|16450335|25672611|25823924|1444790|22680928|17283151|17472413|12006242|12234700|12507923|26014912|26689115|8389245|8553077
494336	LOF	D055752	1	28231541
29126	LOF	D055752	10	28318951|28373005|28515244|28609226|28819856|28860576|28880013|28915714|31010758|31016875|31085721|31117034|31253167|31319978|31319986|31387181|29238224|29337640|29484144|29530732|29662547|29683890|29713584|29805708|29958099|30225784|30237361|30425022|30429043|30458852|30475455|30642550|30775025|30847464|30912805|30955977|27117531|27265743|27699239|27838455|27843633|25801750|26361045|26884577
4233	LOF	D055752	6	28373408|28757336|29621416|30134579|27223456|22973954
100422843	LOF	D055752	1	28410417
8626	LOF	D055752	2	28449811|10391684
6597	LOF	D055752	1	28555282
4089	LOF	D055752	1	28577946
7080	LOF	D055752	2	28625636|29237428
4255	LOF	D055752	1	28672945
207	LOF	D055752	6	28689115|29177004|20197390|24926548|25491250|22900072
10568	LOF	D055752	1	28720066
3702	LOF	D055752	1	28766235
2475	LOF	D055752	2	28768489|24323026
7015	LOF	D055752	2	28789386|26020272
59340	LOF	D055752	1	28847511
5928	LOF	D055752	1	28877075
5430	LOF	D055752	1	28922562
6794	LOF	D055752	10	28936567|28938614|30780001|19165201|27821489|24828662|21516316|25011082|25679014|25737507|22088465|23178462|26701726
9184	LOF	D055752	1	28977903
10683	LOF	D055752	1	31109352
55294	LOF	D055752	1	31113922
5133	LOF	D055752	4	31196371|29535912|29762727|27398650
55135	LOF	D055752	1	31281482
5293	LOF	D055752	8	31300452|30527185|27283493|21316260|25025901|22648207|22655251|26098748
3479	LOF	D055752	1	31319977
56849	LOF	D055752	1	31321645
101669762	LOF	D055752	1	31359792
9181	LOF	D055752	1	31411950
283120	LOF	D055752	1	31424642
23682	LOF	D055752	1	31452745
1859	LOF	D055752	1	31454149
4780	LOF	D055752	5	31455821|30345037|19638449|19940992|20124447
1950	LOF	D055752	1	29031620
673	LOF	D055752	8	29057232|29295876|29438093|27842052|24844134|16474853|22608338|26288737
5925	LOF	D055752	3	29066508|9036868|26168399
5609	LOF	D055752	6	29079711|29662327|27148412|27733477|22569000|26728409
3717	LOF	D055752	2	29082853|27555284
5747	LOF	D055752	3	29087503|27220963|27336608
5287	LOF	D055752	1	29088297
10413	LOF	D055752	3	29088741|29700328|21118971
10848	LOF	D055752	1	29108262
873	LOF	D055752	1	29113280
2072	LOF	D055752	1	29134637
4524	LOF	D055752	6	29186089|29299150|19307503|25104092|22901166|12883704
7864	LOF	D055752	5	29239031|30032836|24482365|16166321|26958489
1728	LOF	D055752	2	29254245|9000600
3791	LOF	D055752	3	29261000|30126078|30669746
5291	LOF	D055752	1	29277178
4072	LOF	D055752	1	29341112
79728	LOF	D055752	1	29387807
10018	LOF	D055752	3	29399169|24737648|26767045
5979	LOF	D055752	8	29473341|29657135|30669306|27494860|25349307|12767512|23991695|26826182
864	LOF	D055752	1	29545901
22880	LOF	D055752	1	29555576
4791	LOF	D055752	1	29588475
